state,test_id,recall_vote,district,census_fips,ca_race,ca_gender,ca_partyaffiliation,ca_voterstatus,ca_age,co_find,di_statehousedistrict,di_uniqueprecinctcode,es_genrate,es_anyprimary,hh_totalpersons,hh_totalhh2s,hh_ageavg,hh_children,hh_white,hh_black,hh_asian,hh_hispanic,hh_otherrace,hh_dems,hh_reps,hh_type,hh_partisanbehave,sy_marriagescore,sy_educscore,sy_gunscore,ac_pctwhite,ac_pctblack,ac_pctindianalaskan,ac_pctasian,ac_pcthawaiianpacific,ac_pctotherrace,ac_pcthispaniclatino,ac_pctnonenglishspkrs,ac_pctalternativeworkschedule,ac_pctgraduatedegree,ac_pctarmedforces,ac_pctveterans,ac_pctpublicassistance,ac_pcthhsincome200kplus,ac_medianhhincome,sy_partisanscore2012,sy_voteprop2012,sy_ideologymodel,density_cluster,member_type_status,afl_mem
CO,3173199,Yes,03,08101003004,C,M,REP,A,26,34000,47,3035e6,0.4698,Y,1,1,26,0,1,0,0,0,0,0,1,S,R,0.137,0.468,0.312,0.786949,0,0,0.026793,0.003025,0.017718,0.165514,0.128676,0.192713,0.224047,0,0.150147,0,0.091912,75526,3.99,89.5,24.2,Rural,NA,0
CO,2370846,Yes,03,08041000101,C,M,NPA,A,36,166000,47,3035e6,0.2545,N,4,3,45,2,4,0,0,0,0,0,1,MC,RO,0.877,0.629,0.441,0.792719,0.058321,0.023572,0.013373,0,0.005201,0.127786,0.05563,0.12742,0.038502,0.0094,0.209297,0.013405,0.007373,42708,11.34,77.3,25.7,Suburban,NA,0
CO,3346916,DK,03,08089987900,B,M,DEM,I,32,34000,46,3035e6,0.0354,N,3,2,49.67,0,1,1,0,1,0,3,0,GN,D,0.841,0.302,0.421,0.368924,0,0.050161,0,0,0.007968,0.571315,0.302977,0,0.052658,0,0.134177,0.15937,0,21268,95.4,14,53.7,Rural,NA,0
CO,273234,Yes,03,08089987900,C,F,REP,A,69,19000,46,3035e6,0.8364,Y,4,2,45,1,4,0,0,0,0,1,1,GN,DR,0.272,0.294,0.264,0.368924,0,0.050161,0,0,0.007968,0.571315,0.302977,0,0.052658,0,0.134177,0.15937,0,21268,9.74,96.9,39.5,Rural,NA,0
CO,3338605,Yes,03,08101000600,C,F,NPA,A,43,19000,47,3035e6,0.361,N,5,1,35.8,0,2,0,0,3,0,0,0,GN,O,0.847,0.165,0.259,0.541766,0.02864,0.075574,0,0,0,0.429594,0.121951,0.271967,0.013263,0,0.18011,0.105691,0,21500,7.56,91.8,29.4,Suburban,NA,0
CO,3707679,No,03,08089987800,H,M,DEM,A,32,96000,46,3035e6,0.3308,N,5,1,49.2,1,0,0,0,5,0,5,0,MC,D,0.114,0.459,0.3,0.604508,0.008197,0.001612,0.022541,0,0.009221,0.355533,0.183044,0.053165,0.089147,0,0.210262,0.030829,0,41089,97.91,90.5,73.7,Rural,NA,0
CO,2018044,Yes,03,08101000100,C,M,REP,A,55,124000,47,3035e6,0.912,N,3,1,43.33,0,3,0,0,0,0,0,1,MN,RO,0.864,0.719,0.539,0.895726,0,0.007594,0.034188,0,0.02906,0.041026,0.133333,0.065574,0.153684,0,0.146552,0.116667,0.093333,47596,3.53,95.5,24.5,Suburban,NA,0
CO,3052869,Yes,03,08101000902,H,M,NPA,I,29,5000,62,3036e6,0.0217,N,1,1,29,0,0,0,0,1,0,0,0,S,O,0.224,0.246,0.227,0.656972,0,0.012713,0,0,0,0.331052,0.079914,0.235816,0.092055,0.006118,0.19557,0.064795,0,45913,90.26,8.4,60,Suburban,NA,0
CO,753888,No,03,08101002903,H,F,DEM,A,49,51000,47,3035e6,0.6098,Y,1,1,49,0,0,0,0,1,0,1,0,S,D,0.347,0.493,0.148,0.57013,0,0.012511,0.005531,0,0.008692,0.408534,0.183985,0.146035,0.083724,0.002891,0.16703,0.085796,0.007626,50657,98.58,97.4,77.6,Suburban,NA,0
CO,2464374,Yes,03,08101002300,C,M,NPA,A,41,5000,46,3035e6,0.1613,N,1,1,41,0,1,0,0,0,0,0,0,S,O,0.133,0.224,0.385,0.520227,0.044003,0.003055,0.006388,0,0,0.429383,0.177116,0.351145,0.013115,0,0.179043,0.214734,0,23333,39.32,49.1,39.1,Suburban,NA,0
CO,1795106,Yes,03,08101002907,C,M,REP,A,69,43000,47,3035e6,0.9718,Y,3,1,71.67,0,3,0,0,0,0,0,2,MN,R,0.715,0.366,0.538,0.649706,0.009785,0.007771,0.017613,0,0.007828,0.293542,0.17551,0.125212,0.007614,0,0.200446,0.126531,0,55500,0.89,97.8,16.7,Rural,NA,0
CO,4017073,Yes,03,08101002909,C,F,REP,A,71,60000,46,3035e6,0.7045,N,6,3,63.5,0,6,0,0,0,0,2,2,MN,DR,0.908,0.26,0.316,0.593338,0,0.009121,0,0,0.046842,0.350451,0.087279,0.122752,0.052059,0,0.162446,0.088208,0.009285,38474,3.43,94.8,27.4,Rural,NA,0
CO,2579455,DK,03,08123000300,H,F,NPA,A,27,7000,46,3035e6,0.2872,N,3,2,56.67,0,2,0,0,1,0,0,2,GN,RO,0.257,0.342,0.116,0.85884,0.009085,0,0.01747,0,0.01747,0.087352,0,0.260593,0,0,0,0,0,0,62.48,49.1,54.6,Suburban,NA,0
CO,565178,Yes,03,08101002901,C,M,DEM,A,29,13000,47,3035e6,0.1412,N,7,4,68.6,0,7,0,0,0,0,1,2,GN,DR,0.823,0.202,0.432,0.315152,0.014141,0.009524,0.010101,0.014141,0,0.623232,0.336957,0.15625,0.023033,0.018206,0.164103,0.214674,0,23047,84.18,48.3,48.4,Rural,NA,0
CO,4754926,Yes,03,08123001904,C,M,NPA,A,30,24000,46,3035e6,0.2545,N,2,1,29.5,0,2,0,0,0,0,0,0,O,O,0.928,0.236,0.464,0.353313,0,0.003282,0.007587,0,0.018968,0.620132,0.365874,0.05679,0.020728,0,0.11578,0.035654,0,44549,65.9,85.9,50.7,Rural,NA,0
CO,767104,DK,03,08101000904,C,M,OTH,A,46,65000,47,3035e6,0.1718,Y,4,3,68,1,4,0,0,0,0,2,1,MC,DR,0.859,0.348,0.443,0.393198,0.008353,0.004111,0.038186,0,0.02685,0.533413,0.199257,0.065126,0.068581,0,0.170822,0.257426,0,31061,9.82,97.9,27.7,Suburban,HH,1
CO,629760,No,03,08101000800,H,M,DEM,A,31,5000,62,3036e6,0.0994,N,4,2,33,0,3,0,0,1,0,2,1,GN,DR,0.432,0.172,0.378,0.17552,0,0.004637,0,0,0,0.82448,0.59322,0.231293,0.039604,0,0.082834,0.279661,0,20417,93.45,32.7,58.8,Suburban,NA,0
CO,1346857,No,03,08101002807,C,F,NPA,A,40,181000,46,3035e6,0.2518,N,2,1,39.5,3,2,0,0,0,0,1,0,MC,DO,0.918,0.542,0.242,0.575455,0,0.003916,0.02922,0,0,0.395325,0.189036,0.130848,0.076963,0,0.112681,0.024575,0.016068,63804,51.45,91,44.2,Suburban,NA,0
CO,3973316,Yes,03,08101003102,C,F,REP,A,70,31000,47,3035e6,0.0994,Y,2,1,62.5,0,2,0,0,0,0,0,1,MN,RO,0.565,0.187,0.318,0.670366,0,0.003866,0,0,0.069922,0.259711,0.291139,0.083333,0.143975,0,0.134508,0,0.113924,91875,22.09,90.1,45.1,Suburban,NA,0
CO,3876187,DK,03,08101000100,C,F,DEM,A,50,11000,47,3035e6,0.0994,N,4,3,30.25,0,4,0,0,0,0,2,0,GN,DO,0.233,0.228,0.224,0.589878,0,0.007594,0,0,0.015707,0.394415,0.065134,0.180212,0.060797,0,0.146552,0.057471,0,44602,93.14,30.7,63.3,Suburban,NA,0
CO,2172112,No,03,08101000600,H,F,DEM,I,44,NA,47,3035e6,0.0118,N,4,2,32,0,2,1,0,1,0,3,0,GN,D,0.632,0.288,0.182,0.541766,0.02864,0.075574,0,0,0,0.429594,0.121951,0.271967,0.013263,0,0.18011,0.105691,0,21500,93.62,5.3,64,Suburban,NA,0
CO,3218949,No,03,08101001800,H,F,DEM,A,67,5000,46,3035e6,0.2545,Y,3,2,58.33,0,0,0,0,3,0,3,0,GN,D,0.277,0.206,0.153,0.558419,0,0,0,0,0.017182,0.424399,0.256849,0.070866,0.040273,0,0.158362,0.047945,0,33895,98.12,56.1,71.1,Suburban,NA,0
CO,873687,DK,03,08101002908,N,F,DEM,A,56,NA,46,3035e6,1,N,3,3,38.33,NA,2,0,0,0,1,1,1,GN,DR,0.233,0.494,0.222,0.581215,0,0.001209,0.002578,0,0.004788,0.40884,0.095472,0.041406,0.106081,0.017495,0.12979,0.036417,0,43827,92.18,68.9,66.7,Rural,NA,0
CO,3560112,Yes,03,08101000902,H,F,REP,A,76,NA,62,3036e6,0.3831,Y,1,1,76,NA,0,0,0,1,0,0,1,O,R,0.104,0.202,0.162,0.487371,0.089336,0.012713,0.004677,0,0.027596,0.39102,0.190789,0.100248,0.066917,0.006118,0.19557,0.098684,0.019737,46613,2.13,85.6,31.5,Suburban,NA,0
CO,2954035,Yes,03,08101002905,C,M,NPA,A,69,97000,47,3035e6,0.5426,N,2,1,68.5,0,2,0,0,0,0,0,0,MN,O,0.94,0.443,0.5,0.867438,0.016014,0.009702,0.007117,0,0.024911,0.08452,0.085575,0.056911,0.051613,0.012475,0.218229,0,0.0489,69417,27.81,98.1,35.9,Rural,NA,0
CO,1511293,No,03,08101000905,C,M,REP,A,60,80000,47,3035e6,0.0994,N,2,1,59,0,2,0,0,0,0,0,2,O,R,0.951,0.563,0.486,0.49115,0.093658,0.004693,0,0,0.066372,0.328909,0.144345,0.073746,0.115497,0,0.045957,0.087798,0,27706,4.26,51.9,24.9,Suburban,NA,0
CO,2753504,Yes,03,UNKNOWN,C,M,REP,A,50,NA,46,3035e6,0.0809,N,6,2,57.8,0,6,0,0,0,0,1,3,MN,DR,0.962,0.338,0.539,0.562029,0.015304,0.008029,0.0068,7.93e-4,0.017027,0.392064,0.198371,0.121496,0.071661,0.001809,0.150632,0.087615,0.018025,40805,5.96,31.5,29.6,NA,NA,0
CO,4116182,Yes,03,08101002909,C,M,REP,A,43,66000,46,3035e6,1,N,5,3,49,0,5,0,0,0,0,1,3,MN,DR,0.819,0.673,0.575,0.767789,0.015248,0.009121,0.006353,0,0.007624,0.194091,0.085232,0.055983,0.089773,0,0.162446,0.007595,0.04135,68594,6.61,80.9,30.1,Rural,NA,0
CO,3251286,No,03,08101001100,C,F,DEM,A,79,75000,47,3035e6,0.5489,Y,4,3,57,0,3,0,0,1,0,3,0,GN,DO,0.213,0.242,0.17,0.357807,0.008364,0.012126,0,0,0,0.633829,0.367292,0.204482,0.018036,0,0.159653,0.281501,0,28566,98.96,79.6,72.4,Suburban,NA,0
CO,1303091,No,03,08101001400,C,M,DEM,A,70,5000,46,3035e6,0.7755,Y,1,1,70,0,1,0,0,0,0,1,0,S,D,0.081,0.307,0.293,0.345739,0.023506,0.006279,0,0,0.024486,0.606268,0.225806,0.032258,0.032159,0,0.152709,0.235023,0.025346,22500,98.32,96.7,72.8,Suburban,NA,0
CO,3671441,No,03,08101001900,H,F,DEM,A,55,7000,46,3035e6,0.7755,Y,2,2,55.5,0,0,0,0,2,0,1,0,O,DO,0.549,0.367,0.221,0.30303,0.011544,0.026708,0,0,0.044733,0.619048,0.208661,0.237226,0.081281,0,0.068783,0.141732,0,35577,98.08,98.4,76.2,Suburban,NA,0
CO,991911,No,03,08101002400,C,F,NPA,I,42,NA,46,3035e6,0,N,1,1,42,NA,1,0,0,0,0,0,0,O,O,0.218,0.215,0.221,0.181051,0.128518,0,0,0,0.079737,0.590056,0.218045,0.206266,0.018868,0,0.150493,0.230576,0,22145,58.23,39.1,49.5,Suburban,NA,0
CO,912868,No,03,08101002300,H,M,DEM,A,55,23000,46,3035e6,0.3807,Y,3,3,55,0,2,0,0,1,0,2,0,O,D,0.484,0.347,0.406,0.638838,0,0.003055,0,0,0.036298,0.324864,0.3,0.121827,0.049738,0,0.179043,0.325,0,19561,94.62,96.9,61.2,Suburban,NA,0
CO,1298062,Yes,03,08101000905,H,M,REP,A,71,7000,47,3035e6,0.7045,Y,2,2,50.5,0,1,0,0,1,0,0,1,GN,R,0.284,0.339,0.313,0.49115,0.093658,0.004693,0,0,0.066372,0.328909,0.144345,0.073746,0.115497,0,0.045957,0.087798,0,27706,8.72,97.6,24.1,Suburban,NA,0
CO,2334341,DK,03,08101001400,C,F,NPA,I,65,5000,46,3035e6,0.0833,Y,1,1,65,0,1,0,0,0,0,0,0,S,O,0.099,0.195,0.195,0.345739,0.023506,0.006279,0,0,0.024486,0.606268,0.225806,0.032258,0.032159,0,0.152709,0.235023,0.025346,22500,58.49,33.2,43.1,Suburban,NA,0
CO,740969,DK,03,08101000200,C,M,DEM,I,72,47000,46,3035e6,0.0569,N,3,2,55.67,1,3,0,0,0,0,1,0,GN,DO,0.348,0.152,0.407,0.262295,0.153689,0,0,0,0,0.57377,0.32618,0.019608,0.009434,0,0.129918,0.321888,0,26893,94.75,7.2,54.1,Rural,NA,0
CO,4125287,Yes,03,UNKNOWN,C,M,NPA,A,53,NA,46,3035e6,1,N,2,2,51.5,0,2,0,0,0,0,1,0,SS,DO,0.18,0.377,0.481,0.562029,0.015304,0.008029,0.0068,7.93e-4,0.017027,0.392064,0.198371,0.121496,0.071661,0.001809,0.150632,0.087615,0.018025,40805,65.85,53,47,NA,NA,0
CO,2560748,DK,03,08101001100,H,F,NPA,A,47,5000,62,3036e6,0.3222,N,2,1,36,0,0,0,0,2,0,0,0,GN,O,0.236,0.184,0.21,0.357807,0.008364,0.012126,0,0,0,0.633829,0.367292,0.204482,0.018036,0,0.159653,0.281501,0,28566,36.72,27.2,32.3,Suburban,NA,0
CO,4726348,Yes,03,08101001000,C,M,REP,I,54,30000,62,3036e6,0,N,3,1,54,0,3,0,0,0,0,0,1,O,R,0.607,0.23,0.543,0.195013,0.008312,0,0,0,0.021739,0.774936,0.270169,0.022951,0.005459,0,0.103719,0.386492,0,10750,7.65,36.7,28,Suburban,NA,0
CO,2363729,No,03,08101000800,C,M,NPA,A,57,12000,62,3036e6,1,N,2,1,67.5,0,2,0,0,0,0,0,1,GN,RO,0.229,0.282,0.608,0.339844,0,0.004637,0,0,0.019531,0.640625,0.434307,0.28877,0.026946,0,0.082834,0.273723,0,17372,49.62,75.1,37.4,Suburban,NA,0
CO,3173379,No,03,08101002906,C,M,REP,A,47,135000,46,3035e6,0.7755,N,2,2,39,0,2,0,0,0,0,0,2,GN,R,0.199,0.426,0.594,0.774247,0,0.012415,0.009315,0,0.003836,0.194521,0.118168,0.084277,0.141703,0,0.159252,0,0.019202,85026,4.76,92.8,28.4,Rural,NA,0
CO,3015283,No,03,08101002907,C,M,NPA,A,50,75000,46,3035e6,0.8285,N,2,2,49,0,2,0,0,0,0,0,0,O,O,0.61,0.578,0.508,0.803915,0.037601,0.007771,0.010255,0,0.013362,0.134866,0.120758,0.097561,0.125109,0,0.200446,0,0.041831,73547,63.5,92.8,46,Rural,NA,0
CO,1825619,Yes,03,08101002700,C,M,NPA,A,75,11000,46,3035e6,0.7755,N,2,2,83.5,0,2,0,0,0,0,1,0,GN,DO,0.142,0.266,0.327,0.403171,0,0,0,0,0,0.596829,0.180962,0.218785,0.043336,0,0.204481,0.131799,0,41279,67.55,90.2,46,Suburban,NA,0
CO,82129,Yes,03,08101002908,H,M,DEM,A,46,77000,47,3035e6,0.7755,Y,3,2,44,0,0,1,0,2,0,1,0,MN,DO,0.959,0.404,0.621,0.659084,0.033474,0.001209,0,0,0.021124,0.276243,0.129918,0.099624,0.011712,0.017495,0.12979,0.002745,0.009149,48780,85.58,97.5,52.7,Rural,NA,0
CO,486497,Yes,03,08101002905,H,M,NPA,A,63,116000,47,3035e6,0.7318,Y,2,1,62,0,0,0,0,2,0,0,2,MN,R,0.965,0.4,0.601,0.867438,0.016014,0.009702,0.007117,0,0.024911,0.08452,0.085575,0.056911,0.051613,0.012475,0.218229,0,0.0489,69417,4.89,96.8,8.4,Rural,NA,0
CO,750118,Yes,03,08101002909,C,M,NPA,A,68,115000,47,3035e6,1,N,2,2,64.5,0,2,0,0,0,0,1,0,O,DO,0.442,0.281,0.574,0.767789,0.015248,0.009121,0.006353,0,0.007624,0.194091,0.085232,0.055983,0.089773,0,0.162446,0.007595,0.04135,68594,54.71,84.3,37.3,Rural,NA,0
CO,2653122,DK,03,08101002808,C,F,NPA,A,63,NA,46,3035e6,0.0918,N,6,3,62.33,0,4,0,0,2,0,1,1,GN,DR,0.873,0.386,0.286,0.610561,0,0.005032,0.029703,0,0.039604,0.257426,0.235294,0.122807,0.178571,0,0.199599,0.071895,0,67788,35.2,24.7,42.7,Suburban,NA,0
CO,3321734,Yes,03,08101000902,C,M,NPA,A,43,154000,47,3035e6,1,N,4,3,51.67,0,4,0,0,0,0,0,0,MN,O,0.334,0.683,0.378,0.656972,0,0.012713,0,0,0,0.331052,0.079914,0.235816,0.092055,0.006118,0.19557,0.064795,0,45913,50.92,79.3,48.3,Suburban,NA,0
CO,4830567,No,03,08101003103,C,F,DEM,A,48,116000,62,3036e6,1,N,2,1,49.5,1,1,0,0,1,0,1,0,MC,D,0.887,0.491,0.358,0.767442,0,0.016967,0.003171,0,0,0.194503,0.257453,0.058824,0.030792,0,0.148855,0.054201,0,52806,81.91,92,55.3,Rural,NA,0
CO,3497257,No,03,08101001500,H,F,DEM,I,57,11000,46,3035e6,0,N,4,2,41.75,0,0,0,0,4,0,3,0,GN,D,0.436,0.306,0.174,0.642495,0,0.009337,0,0,0.008702,0.348803,0.084691,0.095238,0.118005,0,0.149183,0.125407,0,33393,97.88,44.1,70.9,Suburban,NA,0
CO,419153,No,03,UNKNOWN,C,F,DEM,A,78,NA,62,3036e6,0.4918,Y,4,1,71.5,0,1,0,0,3,0,3,0,MN,DO,0.628,0.194,0.182,0.562029,0.015304,0.008029,0.0068,7.93e-4,0.017027,0.392064,0.198371,0.121496,0.071661,0.001809,0.150632,0.087615,0.018025,40805,86.69,96,44,NA,NA,0
CO,4336191,Yes,03,08101002300,C,M,DEM,A,64,39000,46,3035e6,1,Y,2,1,64,0,2,0,0,0,0,2,0,MN,D,0.884,0.312,0.666,0.638838,0,0.003055,0,0,0.036298,0.324864,0.3,0.121827,0.049738,0,0.179043,0.325,0,19561,89.08,96.9,55.5,Suburban,NA,0
CO,1473453,No,03,08101002100,H,M,DEM,A,91,5000,46,3035e6,0.7755,Y,11,10,77.8,0,4,0,0,7,0,2,1,GN,DR,0.183,0.116,0.19,0.165289,0.046832,0.080484,0,0,0,0.787879,0.707424,0.19802,0.055375,0,0.056968,0.200873,0,14313,97.9,95.7,67.9,Suburban,NA,0
CO,834215,No,03,08101002808,A,F,NPA,I,62,183000,46,3035e6,0.2619,N,3,1,52.67,0,1,0,2,0,0,1,0,MN,DO,0.82,0.543,0.228,0.678096,0,0.005032,0.006858,0,0,0.312626,0.249423,0.078203,0.194866,0,0.199599,0.020785,0.13164,103636,59.89,42.3,43.5,Suburban,NA,0
CO,2398480,No,03,08101002908,C,M,DEM,A,45,98000,46,3035e6,0.7755,N,2,2,45,1,2,0,0,0,0,1,0,O,D,0.344,0.41,0.605,0.659084,0.033474,0.001209,0,0,0.021124,0.276243,0.129918,0.099624,0.011712,0.017495,0.12979,0.002745,0.009149,48780,93.03,96.1,58.2,Rural,NA,0
CO,591278,No,03,08101002802,C,M,DEM,A,59,39000,46,3035e6,0.4586,Y,1,1,59,0,1,0,0,0,0,1,0,S,D,0.198,0.394,0.49,0.467045,0.014883,0.003046,0,0,0,0.510985,0.215625,0.113971,0.052581,0,0.156514,0.059375,0,40563,96.96,96.9,64.7,Suburban,NA,0
CO,963020,No,03,08101001600,C,F,DEM,A,63,32000,46,3035e6,0.6396,Y,2,2,76,0,2,0,0,0,0,2,0,GN,D,0.114,0.369,0.18,0.703422,0,0,0,0,0.013308,0.28327,0.146154,0.379679,0.078431,0,0.185033,0,0,32386,95,98.3,69.8,Suburban,NA,0
CO,2023820,DK,03,08101002200,C,F,DEM,A,52,5000,46,3035e6,0.5426,N,2,2,51.5,0,1,0,0,1,0,2,0,O,D,0.396,0.267,0.233,0.425949,0,0.015331,0,0,0,0.574051,0.352713,0.031348,0.024096,0,0.074434,0.166667,0,23214,96.39,92.1,63.7,Suburban,NA,0
CO,1627695,No,03,08101002801,C,F,NPA,A,50,176000,46,3035e6,1,N,2,1,52,1,2,0,0,0,0,0,1,MC,RO,0.894,0.395,0.358,0.394699,0,0.009282,0,0,0.030802,0.574499,0.129897,0.257002,0.039953,0.006841,0.143401,0.024742,0,41292,33.23,91.7,35.4,Suburban,NA,0
CO,4494965,No,03,08101002901,H,F,DEM,A,68,6000,46,3035e6,1,N,3,1,73,2,1,0,0,2,0,1,0,O,D,0.533,0.091,0.268,0.252346,0,0.009524,0,0,0,0.741397,0.391304,0.261111,0.010025,0.018206,0.164103,0.133779,0,18977,91.47,83.4,52.4,Suburban,NA,0
CO,1810542,Yes,03,08101001700,H,M,DEM,A,42,69000,46,3035e6,1,N,1,1,42,1,0,0,0,1,0,1,0,SP,D,0.278,0.525,0.441,0.716771,0,0.004001,0,0,6.96e-4,0.282533,0.133229,0.071556,0.143805,0,0.133692,0.056426,0.018809,22246,90.94,80,60.4,Suburban,NA,0
CO,1479927,Yes,03,08101001000,C,F,NPA,A,49,31000,62,3036e6,0.5945,N,4,3,35.5,0,3,0,0,0,1,1,0,MN,DO,0.904,0.281,0.366,0.476285,0,0,0,0,0,0.523715,0.082067,0.109181,0.012963,0,0.103719,0.024316,0,27888,85.63,95,58,Suburban,NA,0
CO,1111757,DK,03,08101002905,C,F,DEM,A,49,83000,47,3035e6,1,N,3,3,43.33,0,2,1,0,0,0,1,1,SS,DR,0.208,0.353,0.386,0.647551,0,0.009702,0,0,0.072879,0.27957,0.079545,0.099631,0.049541,0.012475,0.218229,0,0,87778,89.13,97.1,61.3,Rural,NA,0
CO,4011146,Yes,03,08101002907,C,M,NPA,A,68,NA,47,3035e6,1,N,4,3,59.5,0,3,0,0,1,0,0,1,GN,RO,0.865,0.382,0.584,0.649706,0.009785,0.007771,0.017613,0,0.007828,0.293542,0.17551,0.125212,0.007614,0,0.200446,0.126531,0,55500,44.06,67.4,34.4,Rural,NA,0
CO,1212533,DK,03,08101002908,A,M,NPA,A,72,66000,46,3035e6,0.232,N,2,1,69.5,0,1,0,1,0,0,1,1,O,DR,0.956,0.359,0.47,0.581215,0,0.001209,0.002578,0,0.004788,0.40884,0.095472,0.041406,0.106081,0.017495,0.12979,0.036417,0,43827,16.62,84.7,24.4,Rural,NA,0
CO,4132733,Yes,03,08101002802,C,F,DEM,A,55,30000,46,3035e6,0.7755,Y,4,3,42,1,4,0,0,0,0,1,2,MC,DR,0.195,0.345,0.293,0.467045,0.014883,0.003046,0,0,0,0.510985,0.215625,0.113971,0.052581,0,0.156514,0.059375,0,40563,93.44,90.8,64.2,Suburban,NA,0
CO,1259922,No,03,08101003003,H,F,DEM,I,63,86000,47,3035e6,0.3222,N,4,1,52.5,0,0,0,0,4,0,2,0,MN,DO,0.835,0.222,0.295,0.1643,0,0.006085,0.010142,0,0,0.825558,0.376906,0.012346,0.025111,0,0.06647,0.078431,0.03268,24792,93.94,44.4,53.8,Rural,NA,0
CO,3326915,Yes,03,08101001100,C,M,NPA,I,28,21000,62,3036e6,0.0833,N,3,1,24.33,1,3,0,0,0,0,1,0,O,DO,0.776,0.161,0.608,0.152758,0,0.012126,0,0,0,0.835926,0.423529,0.261128,0.022472,0,0.159653,0.039216,0,40917,64.52,21.1,48.2,Suburban,NA,0
CO,2341885,Yes,03,08101002200,C,M,REP,I,27,33000,46,3035e6,0.073,N,1,1,27,1,1,0,0,0,0,0,1,SP,R,0.147,0.271,0.367,0.425949,0,0.015331,0,0,0,0.574051,0.352713,0.031348,0.024096,0,0.074434,0.166667,0,23214,8.56,18,33.8,Suburban,NA,0
CO,2149072,No,03,UNKNOWN,C,M,NPA,A,72,NA,46,3035e6,0.1247,N,3,2,64,0,3,0,0,0,0,0,0,GN,O,0.905,0.37,0.444,0.562029,0.015304,0.008029,0.0068,7.93e-4,0.017027,0.392064,0.198371,0.121496,0.071661,0.001809,0.150632,0.087615,0.018025,40805,38.68,16.8,33.9,NA,NA,0
CO,3789732,Yes,03,08101002906,C,F,REP,A,32,144000,46,3035e6,0.3281,Y,2,1,33.5,1,2,0,0,0,0,0,2,MC,R,0.949,0.692,0.338,0.845841,0,0.012415,0.007563,0,0.044793,0.101803,0.127436,0.108501,0.130998,0,0.159252,0.031484,0.055472,74148,2.02,93,25.6,Rural,NA,0
CO,4105127,Yes,03,08101002909,C,M,REP,A,38,32000,46,3035e6,0.0918,N,2,1,34.5,0,2,0,0,0,0,0,2,O,R,0.962,0.461,0.488,0.593338,0,0.009121,0,0,0.046842,0.350451,0.087279,0.122752,0.052059,0,0.162446,0.088208,0.009285,38474,4,66.5,24.1,Rural,NA,0
CO,3653663,DK,03,08101002804,C,F,DEM,A,54,5000,46,3035e6,0.0994,Y,1,1,54,0,1,0,0,0,0,1,0,S,D,0.364,0.401,0.232,0.878822,0,0.006855,0,0,0.017897,0.093587,0.064912,0.154034,0.141703,0,0.16115,0,0,47294,98.53,94.3,71.1,Rural,NA,0
CO,3329437,No,03,08101001500,C,F,DEM,A,42,38000,46,3035e6,0.3318,Y,2,2,43,0,2,0,0,0,0,2,0,O,D,0.586,0.438,0.178,0.688506,0.018391,0.009337,0.037931,0.014943,0.009195,0.231034,0.201946,0.059382,0.19969,0,0.149183,0.026764,0,32019,98.35,97.7,74.4,Suburban,NA,0
CO,3368851,Yes,03,08101002905,C,M,DEM,A,42,43000,47,3035e6,0.4508,N,2,1,39.5,0,2,0,0,0,0,2,0,O,D,0.959,0.416,0.528,0.867438,0.016014,0.009702,0.007117,0,0.024911,0.08452,0.085575,0.056911,0.051613,0.012475,0.218229,0,0.0489,69417,97.33,78.4,64.6,Rural,NA,0
CO,3073098,Yes,03,08101002903,A,M,NPA,A,62,41000,47,3035e6,1,N,4,3,46.25,0,2,0,1,1,0,1,0,MN,DO,0.776,0.53,0.452,0.57013,0,0.012511,0.005531,0,0.008692,0.408534,0.183985,0.146035,0.083724,0.002891,0.16703,0.085796,0.007626,50657,68.18,85.1,44.5,Suburban,NA,0
CO,1722558,No,03,UNKNOWN,C,F,DEM,A,61,NA,62,3036e6,1,N,2,1,61.5,NA,2,0,0,0,0,2,0,O,D,0.903,0.371,0.321,0.562029,0.015304,0.008029,0.0068,7.93e-4,0.017027,0.392064,0.198371,0.121496,0.071661,0.001809,0.150632,0.087615,0.018025,40805,85.87,74.5,57.2,NA,NA,0
CO,4031034,DK,03,08101001700,C,M,REP,A,34,49000,46,3035e6,0.3323,N,1,1,34,0,1,0,0,0,0,0,1,S,R,0.176,0.448,0.456,0.716771,0,0.004001,0,0,6.96e-4,0.282533,0.133229,0.071556,0.143805,0,0.133692,0.056426,0.018809,22246,13.59,77.4,39.2,Suburban,NA,0
CO,4923893,Yes,03,08041004508,H,M,NPA,A,48,61000,62,3036e6,0.2188,N,5,5,36.8,1,4,0,0,1,0,1,1,MC,DR,0.577,0.281,0.531,0.510187,0.183374,0.017467,0.006112,0,0.005297,0.295029,0.24557,0.037037,0.17316,0.069397,0.204358,0.029114,0,55625,61.28,50.3,38.4,Suburban,NA,0
CO,1808328,Yes,03,08101001800,C,F,NPA,I,27,35000,46,3035e6,0.4508,N,4,3,39.5,1,4,0,0,0,0,0,0,MC,O,0.349,0.326,0.15,0.533217,0.054196,0,0,0,0.030594,0.381993,0.245161,0.281465,0.04271,0,0.158362,0.019355,0,25250,41.62,61.9,47.6,Suburban,NA,0
