state	test_id	member_type_status
CO	1021204	HH
CO	1034527	Active
CO	4772907	Retired
CO	4471577	Active
CO	1905546	HH
CO	2744377	HH
CO	1668380	Active
CO	1308123	HH
CO	1980365	HH
CO	197376	Active
	2026643	HH
CO	1467823	HH
CO	2274221	HH
CO	448288	HH
CO	2865461	HH
CO	2737738	Active
CO	1200880	Active
CO	2498843	HH
CO	3717616	HH
CO	4120403	HH
CO	4120403	Retired
CO	3414251	Active
CO	1781135	Active
CO	4205660	HH
CO	2463265	HH
CO	4167906	HH
CO	4005825	HH
CO	1527260	HH
CO	1875587	Retired
CO	1589850	HH
CO	3148611	HH
CO	89760	HH
CO	4786885	HH
CO	1880208	Retired
CO	685959	HH
CO	1775702	Active
CO	4313193	HH
CO	3289267	HH
CO	4452577	HH
CO	3284425	HH
CO	2800339	Retired
CO	2916862	HH
CO	467828	HH
CO	2657697	Active
CO	1706926	Active
CO	1706926	HH
CO	2173173	Active
CO	2856445	HH
CO	4657171	Active
CO	4301326	Active
CO	3270434	Retired
CO	4885952	Active
CO	4885952	HH
CO	3301080	Active
CO	1225759	Active
CO	1519825	Retired
CO	1497294	Active
CO	4776965	Retired
CO	2409802	Active
CO	3353874	Retired
CO	2101172	Retired
CO	4458591	Active
CO	4104741	Retired
CO	4323155	Active
CO	3205095	Active
CO	1614748	Active
CO	3856670	HH
CO	3976864	HH
CO	3764	Active
CO	1988068	HH
CO	2800813	HH
CO	1712598	HH
CO	208097	Retired
CO	1089134	Retired
CO	1331550	HH
CO	711727	HH
CO	462428	Active
CO	367753	Active
CO	4361190	HH
CO	767977	HH
CO	3360515	Active
CO	1894203	Active
CO	2493673	HH
CO	4952638	HH
CO	1616713	HH
CO	1822302	HH
CO	4921491	Active
CO	3022997	Active
CO	3720203	Active
CO	2211095	HH
CO	2507817	HH
CO	4468266	Active
CO	718613	HH
CO	705277	HH
CO	558737	Retired
CO	151807	Retired
CO	3179955	HH
CO	1524593	Active
CO	3759215	Active
CO	1874719	HH
CO	1711979	Active
CO	4391708	Retired
CO	4216567	HH
CO	4275983	Active
CA	4911356	HH
CO	4373537	Active
CO	2043478	Retired
CO	1081403	Active
CO	2892075	Active
CO	1726340	Active
CO	4627015	Active
CO	3880620	Active
CO	2359873	Active
CO	297087	HH
CO	1408338	HH
CO	300817	Retired
CO	1956361	Active
CO	1571109	HH
CO	4898860	HH
CO	4911840	HH
CO	1948795	HH
CO	754824	Active
CO	974069	Active
CO	3165446	Active
CO	4629547	Active
CO	4992262	HH
CO	505994	Active
CO	4670054	HH
CO	1940341	HH
CO	797142	Active
CO	2668155	Active
CO	4935153	HH
CO	3987754	Active
CO	2587607	HH
CO	457425	HH
CO	1051827	Active
CO	1763145	HH
CO	4123578	Active
CO	2349098	Active
CO	2276515	Active
CO	3716668	Retired
CO	1956143	HH
CO	93840	Active
CO	4148694	HH
CO	3792376	HH
CO	1151478	Active
CO	815345	Active
CO	4438484	HH
CO	4364514	Retired
CO	350929	Retired
CO	1674758	Active
CO	2303567	Active
CO	2805643	Retired
CO	965673	HH
CO	1977659	HH
CO	3376331	HH
CO	2023125	HH
CO	1891256	Retired
CO	1935885	HH
CO	2856403	Active
CO	1868550	Active
CO	1875357	HH
CO	1078033	Active
CO	818728	Retired
CO	3194624	HH
CO	1633479	Active
CO	3598443	Retired
CO	2088888	HH
CO	501395	HH
CO	1644675	Retired
CO	1706083	Retired
CO	2223006	HH
CO	2719688	HH
CO	3539930	Retired
CO	1289199	HH
CO	1407196	Active
CO	1407196	HH
CO	4961368	HH
CO	2564827	HH
CO	183110	HH
CO	4347662	HH
CO	2016316	Active
CO	163803	HH
CO	4759793	HH
CO	4733745	Active
CO	3596813	Active
CO	1823660	HH
CO	4229600	HH
CO	757157	Active
CO	2873990	HH
CO	414344	HH
CO	3350806	HH
CO	4171365	Retired
CO	2521760	HH
CO	468261	Active
CO	1347554	HH
CO	3249061	Active
CO	3384554	HH
CO	1592697	Retired
CO	2876048	HH
CO	2137005	HH
CO	1489274	HH
CO	4347131	HH
CO	1637589	Active
CO	1599110	Active
CO	859615	HH
CO	1579740	HH
CO	500377	HH
CO	90756	HH
CO	188902	HH
CO	86799	HH
CO	1295147	Active
CO	4203923	Retired
CO	2747318	HH
CO	846007	HH
CO	4067824	HH
CO	1133734	Active
CO	4202094	HH
CO	4898941	HH
CO	1303839	Active
CO	4734366	Active
CO	2600381	Retired
CO	3840509	Retired
CO	1523654	HH
CO	4964237	Active
CO	2923377	Active
CO	1534809	HH
CO	455708	HH
CO	455708	Active
CO	1430674	Active
CO	2083460	Active
CO	3603974	Retired
CO	2495856	Retired
CO	4118230	Active
CO	2682887	HH
CO	3391790	HH
CO	409726	Active
CO	946311	HH
CO	2443365	Active
CO	1938557	Active
CO	930816	HH
CO	3807231	HH
CO	770270	Active
CO	1708971	HH
CO	3306986	Active
CO	1618284	HH
CO	4654444	Active
CO	108917	Active
CO	827660	Active
CO	1993972	Active
CO	4088791	Active
CO	4911632	HH
CO	434809	Active
CO	4454531	HH
CO	1467936	HH
CO	4325914	HH
CO	1358109	HH
CO	2030443	Active
CO	430872	HH
CO	2750309	Active
CO	3674212	Active
CO	720445	Active
CO	3832243	Active
CO	718470	HH
CO	1893798	Retired
CO	1252336	HH
CO	4631399	Active
CO	221624	HH
CO	4608299	HH
CO	4191460	Active
CO	777282	Active
CO	193734	Active
CO	1241288	Active
CO	1003270	Active
CO	2182945	HH
CO	74228	HH
CO	1379505	HH
CO	1901132	HH
CO	1917093	Active
CO	4186327	Active
CO	4970796	Active
CO	1549598	Active
CO	1297191	Active
CO	1398486	HH
CO	2047164	Active
CO	3119634	HH
CO	4127640	Active
CO	3167226	Active
CO	1257455	Active
CO	3592637	Active
CO	3262038	Active
CO	4232891	Active
CO	3922311	Active
CO	394125	Active
CO	3202404	Active
CO	3526290	Active
CO	197750	Active
CO	4119	Active
CO	1105610	Active
CO	4135117	Active
CO	1600911	Active
CO	1726013	Retired
CO	3748855	Active
CO	1586279	HH
CO	2454572	HH
CO	2795057	HH
CO	4345052	Retired
CO	433457	HH
CO	2979066	Active
CO	4529087	HH
CO	2343043	HH
CO	2743251	HH
CO	1603979	Active
CO	2304660	HH
CO	1613566	HH
CO	4094278	Active
CO	710325	HH
CO	2369591	Active
CO	3188506	HH
CO	3173881	Active
CO	3349691	Active
CO	3527671	Active
CO	2558035	HH
CO	1159978	Active
CO	2226328	Active
CO	466934	Retired
CO	4787016	HH
CO	2152388	Active
CO	2837235	Active
CO	3496521	Active
CO	4194714	HH
CO	4374546	HH
CO	3179950	HH
CO	709730	HH
CO	2327216	Active
CO	4476954	HH
CO	1603917	Active
CO	4882742	Active
CO	940360	HH
CO	3687007	HH
CO	2361605	Active
NV	3300561	HH
CO	1582740	HH
CO	3917519	HH
CO	2700360	HH
CO	1366315	HH
CO	3119929	HH
CO	1620590	HH
CO	1950196	HH
CO	3852602	Active
CO	486406	Active
CO	542067	Active
CO	2722802	HH
CO	3194702	Active
NV	527092	HH
TX	3498787	HH
CO	870297	HH
CO	4574546	HH
CO	2848274	Active
CO	4708614	HH
CO	3793469	Active
CO	1771457	Active
CO	4009478	HH
CO	4467128	Retired
CO	3311541	Retired
CO	3557198	HH
CO	2020464	Active
CO	4606319	HH
CO	3489742	HH
CO	3270993	Active
CO	1239711	HH
CO	2116122	HH
CO	2851661	HH
CO	614129	HH
CO	2459146	Active
CO	878703	HH
CO	4677559	HH
CO	3569420	HH
ID	3749972	Active
CO	569375	Retired
CO	899393	HH
CO	623098	HH
CO	2049201	HH
CO	2296974	HH
CO	552269	Active
CO	4458818	Retired
CO	1632893	Active
CO	3186806	HH
CO	333848	Retired
CO	1597137	HH
CO	3419566	Retired
CO	1546212	Active
CO	85548	Active
CO	2914851	HH
CO	2078343	Active
CO	2625680	Active
CO	735347	HH
CO	4954685	Active
CO	4954685	HH
CO	2749963	HH
CO	4277818	HH
CO	471391	Active
CO	4981960	HH
CO	2373588	HH
CO	3806347	Retired
CO	3420225	Active
CO	201507	HH
CO	2276313	HH
CO	3445196	Active
CO	4465145	HH
CO	1722659	Active
CO	3177406	HH
CO	4681995	Retired
CO	2156817	HH
CO	2874033	Active
CO	1052512	Active
CO	86112	Active
CO	4695901	Active
CO	403498	Active
CO	1112341	HH
CO	1805916	HH
CO	339141	Active
CO	3057020	Active
CO	308488	HH
CO	1378568	Retired
CO	4415641	Active
CO	3409180	Retired
CO	118488	Retired
CO	3363950	Active
CO	4720451	Retired
CO	842649	HH
CO	2698523	HH
CO	2698523	Active
CO	2651687	HH
CO	657625	HH
CO	4578178	HH
CO	4996779	Active
CO	1710532	HH
CO	1656936	Active
CO	1437021	HH
CO	1214263	Retired
CO	4470685	Active
CO	4267904	Active
CO	4037420	Retired
CO	1908847	Retired
CO	2407225	Active
CO	3174592	Active
CO	3676307	Active
CO	545204	HH
CO	3867267	Active
CO	3899404	Active
CO	848082	Active
CO	4990585	HH
CO	1063482	HH
CO	4178103	Active
CO	3059480	HH
CO	4783119	HH
CO	2286302	Active
CO	4601476	HH
CO	1629701	Retired
CO	4047051	Retired
CO	4720066	Retired
CO	4609999	Retired
CO	2448751	HH
CO	4476870	HH
CO	439082	Retired
CO	3601649	HH
CO	2675674	Retired
CO	4673879	HH
CO	565917	Active
CO	1103846	HH
CO	832411	Retired
CO	1499646	Retired
CO	3307171	Retired
CO	2107041	Retired
CO	1134585	Retired
HI	4484893	Active
CO	3371377	Active
CO	1086357	Active
CO	3128438	Active
CO	3701244	HH
CO	3722207	Active
CO	1430238	Active
CO	3971394	Active
CO	1925718	HH
CO	795575	Retired
CO	2879835	Active
CO	2369244	HH
CO	4716066	HH
CO	511973	Active
CO	1067970	HH
CO	4083398	Retired
CO	919456	Retired
CO	2573009	HH
CO	1110820	Retired
CO	458384	Retired
CO	544891	Active
CO	3786446	HH
CO	2460110	Active
CO	4328040	Active
CO	2550403	HH
CO	4636971	Active
CO	1988854	Retired
CO	3443550	HH
CO	2370729	Active
CO	85080	Active
CO	737649	HH
CO	91311	HH
CO	1433304	Active
CO	3596460	HH
CO	2283707	Active
CO	665499	HH
CO	3157950	Active
CO	3252178	Retired
CO	3860689	HH
CO	1201471	Active
CO	3100224	Retired
CO	907533	HH
CO	1439089	HH
CO	988256	Retired
CO	4659684	Retired
CO	3600980	Active
CO	1216250	Active
CO	627956	Active
CO	1724461	Retired
CO	1231190	HH
CO	1813162	HH
CO	1657961	HH
CO	3566932	Active
CO	568691	Active
CO	488139	Retired
CO	3830277	HH
CO	1757019	Retired
CO	3983925	Retired
CO	2259845	Retired
CO	4810948	HH
CO	2000127	Retired
CO	1249964	Retired
CO	2533680	Retired
CO	4980568	Active
CO	2312968	Active
CO	4981542	HH
CO	4215720	HH
CO	4096199	Retired
CO	1813940	HH
CO	3890878	Active
CO	2152637	Active
CO	138651	Active
CO	806475	Active
CO	3866635	HH
CO	4124108	HH
CO	2859265	HH
CO	1142503	HH
CO	3913001	Active
CO	2854680	HH
CO	1228846	Active
CO	1276175	HH
CO	2805543	Retired
CO	995532	HH
CO	2061077	Retired
CO	2886630	HH
CO	2707891	Retired
CO	3020840	Active
CO	1947739	HH
CO	1043482	Retired
CO	1107163	Active
CO	1105911	HH
CO	3989295	Retired
CO	1032969	HH
CO	4150886	Active
CO	1000942	HH
CO	4062182	Active
CO	3335954	Active
CO	70990	Retired
CO	1622173	HH
CO	4024396	Retired
CO	717724	HH
CO	1817034	Active
CO	1139987	HH
CO	3353639	HH
CO	2159892	HH
CO	2965530	HH
CO	3771981	Active
CO	2095666	Active
CO	2637386	Retired
CO	2793227	Active
CO	1478648	Retired
CO	2652944	HH
CO	1304339	HH
CO	2764504	HH
CO	1969531	HH
CO	975827	Retired
CO	3632589	HH
CO	1354523	HH
CO	562968	HH
CO	1035726	Active
CO	746011	Active
CO	3974956	HH
CO	647031	HH
CO	3133467	HH
CO	1342626	HH
CO	2950003	Active
CO	3980114	Active
CO	3980114	Active
CO	3990534	HH
CO	1322825	HH
CO	3910756	Active
CO	1875418	HH
CO	3150286	Active
CO	4701448	Retired
CO	1447777	Active
CO	4254188	Retired
CO	4225430	Active
CO	2345150	HH
CO	4252917	HH
CO	1689412	HH
CO	1877054	HH
CO	4254097	Active
CO	2492676	Retired
CO	3157766	Active
CO	576913	Active
VA	4005809	HH
CO	289391	HH
CO	1849490	Active
CO	2684357	Active
CO	323851	Active
CO	3230302	Retired
CO	1780937	Retired
CO	3222427	Retired
CO	3698507	HH
CO	3667007	Active
CO	1563100	Retired
CO	4009810	Active
CO	3977445	Retired
CO	3408522	Active
CO	4556526	HH
CO	4070265	HH
CO	4218048	HH
CO	4054075	Active
CO	1406561	Active
CO	4297107	Retired
CO	999482	Active
CO	257334	Retired
CO	4725884	Retired
CO	4322277	Retired
CO	3826664	Retired
CO	3657178	Retired
CO	892697	HH
CO	2279736	Active
CO	3264592	HH
CO	4129905	HH
CO	3755083	Active
CO	594113	Active
CO	4090196	Active
CO	2080145	HH
CO	4167016	Active
CO	1780658	Retired
CO	762868	Active
CO	1292751	HH
CO	4501114	Retired
CO	3507887	Active
CO	125781	Active
CO	4669924	HH
CO	4999735	HH
CO	2012588	Active
CO	1345451	Active
CO	855872	Retired
CO	85441	HH
CO	4111261	Active
CO	3446527	HH
CO	1242953	Active
CO	1398118	Active
CO	1064717	Active
CO	4169432	Active
CO	2822650	Active
CO	1932036	Active
CO	4300217	Active
CO	1474429	Active
CO	3392756	HH
CO	1333133	Active
CO	2080230	Retired
CO	4284341	HH
CO	3419367	Active
CO	362206	Active
CO	3083861	HH
CO	3935354	Active
CO	769461	Active
CO	1074336	HH
CO	1140966	Retired
CO	1922072	Active
CO	1278875	HH
CO	4078412	Active
CO	534511	Retired
CO	212584	HH
CO	1989306	Active
CO	1641512	Retired
CO	3485614	Active
CO	4741922	HH
CO	4151987	Retired
CO	2036888	Retired
CO	4881262	Active
CO	4748025	Active
CO	4239389	Active
CO	647311	HH
CO	386634	Active
CO	2249355	HH
CO	3417926	Active
CO	304854	HH
CO	1106532	HH
CO	432081	HH
CO	4207868	Active
CO	4207868	Active
CO	4136578	Retired
CO	4954290	Active
CO	2115825	Active
CO	4323063	Active
TX	1551993	Retired
CO	4407529	Active
CO	50878	Active
CO	4572662	HH
CO	4529818	HH
CO	118460	HH
CO	2295287	Retired
CO	1707876	Active
CO	1644566	HH
CO	2669430	Active
CO	2153209	Active
CO	2932962	Retired
CO	1286780	Active
CO	4122289	HH
CO	2138690	Active
CO	332188	HH
CO	487221	Active
CO	542683	Retired
CO	122774	Active
CO	741137	Active
CO	3257238	HH
CO	1737366	HH
CO	4792289	HH
CO	291673	HH
CO	4846384	Retired
CO	4773839	Retired
CO	1368211	HH
CO	1477721	HH
CO	2518626	HH
CO	1215699	Retired
CO	2424412	Active
CO	3391006	HH
CO	2953141	Active
CO	935592	Retired
CO	4785394	HH
CO	3892303	HH
CO	3846200	Active
CO	2925673	HH
CO	3179666	Retired
CO	1147222	HH
CO	4619281	Active
CO	3535711	Active
CO	2869958	HH
CO	4959977	Active
CO	2463835	Active
CO	2510091	Retired
CO	1917897	Active
CO	72063	HH
CO	4042275	Retired
CO	4332542	Active
CO	1311290	HH
CO	816274	HH
CO	3459154	Active
CO	3733220	Active
CO	4779087	HH
CO	1691791	HH
CO	4656681	Retired
CO	1256749	HH
CO	1223116	HH
CO	4276529	HH
CO	3670777	Retired
CO	4548243	Active
CO	279766	HH
CO	676439	HH
CO	168639	HH
CO	2061685	Retired
CO	836475	Active
CO	632935	Active
CO	2536906	Retired
CO	246105	Active
CO	746948	Active
CO	2565780	Active
CO	2271871	Active
CO	3785483	Retired
CO	3491083	Active
CO	3940443	HH
OR	4691950	Active
CO	1722059	HH
CO	3095830	Retired
CO	3716513	Active
CO	1901247	HH
CO	4013417	Active
CO	4321665	Retired
CO	1190538	Retired
CO	3531632	Active
CO	1301935	Active
CO	2641204	Active
CO	1210981	Active
CO	2675826	Active
CO	296813	HH
CO	325597	Active
CO	801396	Retired
CO	334101	Retired
CO	71872	Active
CO	3583012	HH
CO	3135690	Active
CO	3431795	HH
CO	1903910	HH
CO	3653139	Active
CO	1254941	HH
CO	1799942	HH
CO	1194694	Retired
CO	3903244	HH
CO	408934	Active
CO	1402113	Retired
CO	417216	HH
CO	2731138	HH
CO	1279256	HH
CO	1317028	HH
CO	2390200	Retired
CO	400224	HH
CO	4829335	Active
CO	3297423	Active
CO	1395595	Active
CO	1510976	HH
CO	2117646	Active
CO	2108996	HH
CO	4306444	Active
CO	3493479	Retired
CO	2282420	Active
CO	1609833	HH
CO	2673394	HH
CO	1975042	Active
CO	2381670	Active
CO	1530662	Active
CO	4446487	Active
CO	3172824	HH
CO	4797807	Active
CO	1410337	Retired
CO	3349200	Active
CO	3058542	Active
CO	4713628	Active
CO	3296312	HH
CO	4841777	Active
CO	3016907	HH
CO	899878	HH
CO	3393139	HH
CO	331023	Active
CO	3541440	Active
CO	1810239	HH
CO	4579992	HH
CO	307756	Retired
CO	2834135	Active
CO	4288038	HH
CO	2924931	Active
CO	4613683	Active
CO	2453718	HH
CO	4389000	Active
CO	3578027	Active
CO	921582	Active
CO	4074489	Retired
CO	417822	Active
CO	4032530	Active
CO	4216703	HH
CO	4429991	HH
CO	3848769	Retired
CO	3240017	HH
CO	4354596	Retired
CO	1738930	Retired
CO	4073583	Retired
CO	3399765	Active
CO	3895315	HH
CO	1601137	Active
CO	1601137	Retired
CO	4654041	Active
CO	1720987	Active
	3868960	Retired
CO	3076403	Retired
CO	1081253	Active
CO	1875392	HH
CO	3467391	Retired
CO	1745246	HH
CO	553887	Retired
CO	2191527	Active
CO	1056554	Retired
CO	3453077	Active
CO	4082031	HH
CO	4475357	Active
CO	3114603	HH
CO	1105969	Active
CO	3226502	Active
CO	2344183	Retired
CO	623374	HH
CO	3363782	Active
CO	4022084	Retired
CO	2800533	Active
CO	2569190	HH
CO	4327589	Active
CO	1870596	HH
CO	4219705	Active
CO	2068257	HH
CO	1569001	HH
CO	1715169	Active
CO	396244	Active
CO	3510910	Active
CO	2868491	Active
CO	2231629	Active
CO	4847483	Active
CO	4215071	HH
CO	182043	Active
CO	49544	HH
CO	3249340	HH
CO	4321864	Active
CO	3490213	Retired
CO	982452	HH
CO	2179124	Retired
CO	1578232	Retired
CO	1896705	Retired
CO	1118106	HH
CO	1152551	Active
CO	3404856	Active
CO	2244186	HH
CO	4242800	HH
CO	835825	HH
CO	2688229	HH
CO	1050693	Retired
CO	1307641	Active
CO	3613231	Active
CO	2805850	Active
CO	1933409	HH
CO	732145	Active
CO	57709	HH
CO	4723021	HH
CO	1020363	HH
CO	846644	Active
CO	1289432	Active
CO	2206029	Retired
CO	3030821	Active
CO	19960	Retired
CO	3841822	HH
CO	4147934	Retired
CO	1659892	Active
CO	4870030	Active
CO	1556151	HH
CO	1426359	Active
CO	4138623	HH
CO	2626941	Active
CO	3986297	Active
CO	2980206	Active
CO	3452005	Active
CO	3141552	HH
CO	1711951	HH
CO	4595273	Active
GA	510997	HH
CO	4564642	Active
CO	2921141	Active
CO	1128877	HH
CO	3512890	Active
CO	3391118	HH
CO	1966294	HH
CO	2552190	Retired
CO	507867	Retired
CO	4227154	Active
CO	1365489	HH
CO	4888477	Active
CO	3802611	Active
CO	2125950	Active
CO	2213361	HH
CO	3656516	HH
CO	2298315	HH
CO	2964043	Retired
CO	365920	Active
CO	3626504	HH
CO	3584444	Active
CO	2597184	Active
CO	885997	HH
CO	1602141	Active
CO	4454526	Retired
CO	948241	HH
CO	2774787	Active
CO	2294813	HH
CO	3568464	Active
CO	2732637	HH
CO	3976407	Retired
CO	3835559	Retired
CO	1446472	Retired
CO	745748	HH
CO	2326970	Active
CO	4534607	HH
CO	2238824	Active
CO	2632025	Active
CO	2546449	HH
CO	1121892	Retired
CO	4902083	Active
CO	3580673	HH
CO	1169100	Retired
CO	1559344	Active
CO	2550624	Active
CO	778050	HH
CO	2175740	HH
CO	388554	HH
CO	708184	HH
CO	1990261	HH
CO	1677991	HH
CO	4110590	HH
CO	4378905	HH
CO	445305	HH
CO	2163197	Active
CO	4636595	HH
CO	1752070	HH
CO	1017051	Active
CO	3012065	HH
CO	3060052	HH
CO	614603	Active
CO	3757471	Active
CO	4188585	Retired
CO	3308145	HH
CO	1478133	HH
CO	1868203	HH
CO	3872530	Retired
CO	3681765	Active
CO	4332508	Active
CO	1980001	HH
CO	1561209	HH
CO	1955469	HH
CO	1543070	Retired
CO	3462186	HH
CO	4099022	Active
CO	2618243	Active
CO	3210640	Retired
CO	2921915	Retired
CO	3932440	HH
CO	2030004	Retired
CO	2299969	HH
CO	773291	HH
CO	61852	HH
CO	2514671	Retired
CO	15208	Retired
CO	852534	Active
CO	3765302	Active
CO	3659941	Active
CO	4579487	Retired
CO	2672705	Active
CO	2789395	Active
CO	1975754	HH
CO	1837013	Retired
CO	2242006	Retired
CO	3328198	HH
CO	3172454	HH
CO	2920583	Active
CO	4554271	Active
CO	3665724	HH
CO	500306	HH
CO	1457238	Retired
CO	174511	Active
CO	4797158	HH
CO	495303	HH
CO	4281327	Active
CO	1632946	Active
CO	1491244	Active
KY	2826764	Retired
CO	1661123	HH
CO	417284	Active
CO	2608077	Active
CO	1596070	Retired
CO	4903728	Retired
CO	3276175	Active
CO	3165455	Active
CO	2934886	HH
CO	454870	Active
CO	3333812	Active
CO	4615093	Active
CO	3247009	Retired
CO	261204	Active
CO	1258180	HH
CO	588675	Active
CO	3774329	Retired
CO	2973922	Retired
CO	3265165	Retired
CO	2862860	HH
CO	2126166	HH
CO	1989112	Retired
CO	1014714	Active
CO	3512256	HH
CO	3109663	HH
CO	1422929	Retired
CO	3475152	Active
CO	256791	HH
CO	2626212	Active
TX	4294175	HH
TX	4294175	Active
CO	4579317	HH
CO	3797889	Active
CO	3399988	Active
CO	270762	HH
CO	3416750	HH
CO	1604980	Retired
CO	1985364	HH
CO	3975299	Active
CO	273892	Active
CO	520241	HH
CO	1943797	Active
CO	302166	HH
CO	1922584	Retired
CO	2265512	HH
CO	4413725	Retired
CO	661987	Active
CO	3178825	Retired
CO	2119842	HH
CO	1207723	Active
CO	4149947	HH
CO	3734835	Active
CO	4276539	Active
CO	4717728	Active
CO	4994532	Active
CO	976923	Retired
CO	1412376	Retired
CO	1336043	Active
CO	4864515	Active
CO	4010856	Active
CO	2961846	Active
CO	3764489	Active
CO	192107	Retired
CO	644494	HH
CO	3899866	HH
CO	1503201	Retired
CO	1877406	Retired
CO	1918964	Retired
CO	2521424	HH
CO	4296289	HH
CO	2450077	Retired
CO	1279014	Active
CO	3841859	HH
CO	2328926	Active
CO	891147	HH
CO	1617515	HH
CO	3542228	HH
CO	2081341	Active
CO	740319	HH
CO	3905460	HH
CO	1480981	HH
CO	4889745	HH
CO	1690446	Active
CO	4363170	Active
CO	2121693	HH
CO	1285008	Active
CO	3168194	HH
CO	1023281	HH
CO	3296542	Active
CO	356718	Active
CO	2308365	Retired
CO	3601689	Active
CO	1924780	Active
CO	1171500	Retired
CO	985341	HH
CO	4171076	HH
CO	2703379	Active
CO	3992420	Retired
CO	4974391	Active
TX	585663	Active
CO	2111024	HH
CO	2639955	HH
CO	4232513	HH
CO	957535	Retired
CO	1974073	HH
CO	482620	HH
CO	1082865	Active
CO	2180722	Active
CO	2958173	HH
CO	2186567	Retired
CO	4208279	Active
CO	232312	Active
CO	4527095	Retired
CO	3059239	HH
CO	1030463	Active
CO	1340284	Active
CO	1971703	Active
CO	321026	Active
CO	1108925	HH
CO	2254966	Active
CO	4280353	HH
CO	1496485	Active
CO	4027237	HH
CO	3474047	HH
CO	4397371	HH
CO	4037723	HH
CO	2367366	Active
CO	281219	Active
CO	401786	HH
CO	1062303	Active
CO	1442274	Active
CO	1668745	HH
CO	2095463	Retired
CO	2697135	HH
CO	4381157	Active
CO	4381157	HH
CO	1843615	HH
CO	11430	Active
CO	253229	HH
CO	344145	Active
CO	2883590	Active
CO	3122832	HH
CO	4889141	Active
CO	2435999	Active
CO	1289487	Retired
CO	3213447	Active
CO	744267	HH
CO	1545440	HH
CO	1413906	Active
CO	4212725	Active
CO	2665961	Active
CO	3075577	Active
CO	242414	HH
CO	1116267	Retired
CO	4893857	Retired
CO	2288007	HH
CO	1056698	HH
CO	4702542	Active
CO	4631910	Active
CO	4631910	Active
CO	3891672	Retired
CO	1629507	HH
CO	2207777	Retired
CO	2934774	Active
CO	2087414	Retired
CO	2997713	Active
CO	2344660	Active
CO	3521230	HH
CO	3421855	Retired
CO	1374015	HH
CO	506479	Active
CO	4669708	Retired
CO	3304907	HH
CO	4720953	Active
CO	2512109	Active
CO	810991	Active
CO	96579	Retired
AR	1744010	HH
CO	395082	Active
CO	2925710	Retired
CO	3431579	HH
CO	2616645	Active
CO	3065530	HH
CO	3609655	Retired
CO	1717933	Active
CO	442840	HH
CO	149653	Active
CO	4134261	Active
CO	1575786	Active
CO	928942	Active
CO	920843	HH
CO	2893407	HH
CO	4124798	Active
CO	4704453	HH
CO	4888112	Active
CO	4970656	Retired
CO	139489	HH
CO	4531692	Retired
CO	475812	Retired
CO	2577676	Retired
CO	4477252	HH
CO	334508	HH
CO	4555185	HH
CO	795291	Active
CO	3740862	HH
CO	2455593	Retired
CO	4616072	HH
CO	4382111	Active
CO	1952091	Active
CO	948512	Active
CO	1019582	HH
CO	1259479	Retired
CO	2577133	Active
CO	1647769	Active
CO	1573267	Active
CO	600270	Active
CO	2252203	HH
CO	4516049	Active
CO	4419338	HH
CO	2079526	Retired
CO	4318330	Active
CO	2642060	Active
CO	673597	Retired
CO	4823589	Active
CO	1872530	HH
CO	1286764	Active
CO	1416407	HH
CO	4308054	Active
CO	4095149	Active
CO	379932	HH
CO	3998167	Active
CO	269440	Active
CO	2877757	Active
CO	547063	Active
CO	1617142	Retired
CO	1710233	HH
CO	4574729	HH
CO	533568	HH
CO	2630581	Active
CO	683092	Active
CO	223073	HH
CO	1275181	Retired
CO	4092719	Active
CO	1499931	HH
CO	3246723	Active
CO	2528487	HH
CO	3836305	Retired
CO	2381309	HH
CO	608485	Active
CO	807237	HH
CO	3927056	Active
CO	1172530	Retired
CO	3977574	HH
CO	2904450	HH
CO	3691763	Active
CO	1198587	Active
CO	909081	Active
CO	4134267	Active
CO	464777	Active
CO	483436	HH
CO	3746208	HH
CO	2858746	HH
CO	4395652	HH
CO	4696857	Active
CO	1043661	Active
CO	1100676	HH
CO	823526	HH
CO	1448296	Active
CO	3398841	Retired
CO	2615180	Active
CO	81076	Active
CO	1586258	Active
CO	112559	HH
CO	224470	Retired
CO	1309943	HH
CO	2807952	HH
CO	3610547	HH
CO	3172486	HH
CO	120662	Retired
CO	1941764	HH
CO	154049	Active
CO	2368486	Retired
CO	3265832	HH
CO	1258746	Active
CO	3920781	Retired
CO	3321296	HH
CO	1332569	HH
CO	517358	Active
CO	191128	HH
CO	4400717	HH
CO	1637120	Active
CO	1923511	Retired
CO	4726725	Retired
CO	4426333	HH
CO	4224199	HH
CO	1574008	Active
NE	1717997	Retired
CO	2761150	Active
CO	4875595	HH
CO	502519	Active
CO	502519	Active
CO	127590	HH
CO	3731744	HH
CO	265990	Active
CO	3733173	Active
CO	943619	HH
CO	3031309	HH
CO	182874	HH
CO	1387757	HH
CO	4996687	Active
CO	1022821	HH
CO	4227511	Active
CO	870840	HH
CO	4791857	Active
CO	4410441	HH
CO	1095781	Active
CO	4115443	Active
CO	4140714	Active
CO	2334294	Retired
CO	4836803	Retired
CO	668749	HH
CO	2469636	HH
CO	1756784	Active
CO	1306670	Retired
CO	547603	Active
CO	2854849	Active
CO	4046916	Active
CO	1940693	Active
CO	674188	Active
CO	2465254	HH
CO	4257370	Retired
CO	697496	Active
CO	4203640	Active
CO	977796	HH
CO	1628661	Active
